frame.time,wlan.sa,wlan.ssid, seclab
"Jul 26, 2019 13:27:37.240401000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:27:37.367997000 AEST","ec:9b:f3:e8:44:42","eduroam", seclab
"Jul 26, 2019 13:27:37.387942000 AEST","ec:9b:f3:e8:44:42","eduroam", seclab
"Jul 26, 2019 13:27:37.463126000 AEST","cc:44:63:6c:25:a7","uniwide", seclab
"Jul 26, 2019 13:27:37.686967000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:27:37.697310000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:27:38.069689000 AEST","74:b5:87:59:c9:a2","eduroam", seclab
"Jul 26, 2019 13:27:38.242395000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:38.262422000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:38.284771000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:38.305148000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:38.328122000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:38.348473000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:38.548278000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:27:38.578154000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:27:38.588728000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:27:38.598540000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:27:38.633817000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:27:38.687199000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:27:38.722815000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:27:38.761087000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:27:39.301218000 AEST","04:d6:aa:0a:ac:af","", seclab
"Jul 26, 2019 13:27:39.341544000 AEST","04:d6:aa:0a:ac:af","", seclab
"Jul 26, 2019 13:27:39.346229000 AEST","04:d6:aa:0a:ac:af","schokoladeistlecker", seclab
"Jul 26, 2019 13:27:39.368669000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:27:39.415520000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:39.476278000 AEST","04:d6:aa:0a:ac:af","Vodafone5G-074A2", seclab
"Jul 26, 2019 13:27:39.543026000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:39.667843000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:39.709311000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:27:39.817282000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:40.182240000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:40.414375000 AEST","36:e9:a4:57:0e:2f","", seclab
"Jul 26, 2019 13:27:40.591875000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:40.940391000 AEST","ac:5f:3e:cd:51:6e","", seclab
"Jul 26, 2019 13:27:40.941669000 AEST","ac:5f:3e:cd:51:6e","BEAMWIFI", seclab
"Jul 26, 2019 13:27:41.001467000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:42.150831000 AEST","34:f6:4b:b9:c8:23","uniwide", seclab
"Jul 26, 2019 13:27:42.210569000 AEST","2c:20:0b:0d:f7:e2","uniwide", seclab
"Jul 26, 2019 13:27:42.487948000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:45.765062000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:45.889248000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:45.903968000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:45.933949000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:45.966652000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:46.003067000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:46.018895000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:46.140301000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:46.498247000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:46.907878000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:47.317483000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:47.488616000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:27:47.499511000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:27:47.614308000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:27:47.727081000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:48.136684000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:48.546418000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:48.955856000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:49.020273000 AEST","b8:c1:11:83:fa:1c","uniwide", seclab
"Jul 26, 2019 13:27:49.366104000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:49.462098000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:49.482869000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:49.506071000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:49.525363000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:49.548427000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:49.565384000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:27:49.568786000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:27:49.656996000 AEST","38:0f:4a:c9:a7:e3","", seclab
"Jul 26, 2019 13:27:49.775231000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:49.844598000 AEST","1c:36:bb:d2:a4:ae","uniwide", seclab
"Jul 26, 2019 13:27:50.389968000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:50.798947000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:51.049244000 AEST","06:c0:99:68:b6:28","", seclab
"Jul 26, 2019 13:27:51.511373000 AEST","ce:d7:b2:a7:3d:96","", seclab
"Jul 26, 2019 13:27:54.956070000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:27:54.976336000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:27:55.640251000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:55.642657000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:55.662225000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:55.867613000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:27:55.877841000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:27:55.906866000 AEST","58:40:4e:24:b4:31","uniwide", seclab
"Jul 26, 2019 13:27:55.964430000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:55.996173000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:56.033587000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:56.049650000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:56.065807000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:27:56.330966000 AEST","d4:6d:6d:68:f5:bf","uniwide", seclab
"Jul 26, 2019 13:27:56.333903000 AEST","d4:6d:6d:68:f5:bf","", seclab
"Jul 26, 2019 13:27:56.459281000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:56.496175000 AEST","d4:6d:6d:68:f5:bf","", seclab
"Jul 26, 2019 13:27:56.868659000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:56.930967000 AEST","cc:61:e5:c9:d7:64","", seclab
"Jul 26, 2019 13:27:56.970547000 AEST","cc:61:e5:c9:d7:64","", seclab
"Jul 26, 2019 13:27:57.278718000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:57.323926000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:27:57.688992000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:27:58.983747000 AEST","bc:76:5e:90:73:f3","", seclab
"Jul 26, 2019 13:27:59.009389000 AEST","bc:76:5e:90:73:f3","", seclab
"Jul 26, 2019 13:27:59.017023000 AEST","38:29:5a:59:ff:47","", seclab
"Jul 26, 2019 13:27:59.037278000 AEST","38:29:5a:59:ff:47","", seclab
"Jul 26, 2019 13:27:59.097119000 AEST","38:29:5a:59:ff:47","", seclab
"Jul 26, 2019 13:27:59.247622000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:27:59.258499000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:27:59.347295000 AEST","aa:1b:25:e1:a7:90","", seclab
"Jul 26, 2019 13:27:59.417515000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:27:59.432287000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:28:00.529646000 AEST","76:90:fc:15:0e:cc","", seclab
"Jul 26, 2019 13:28:00.687184000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.707094000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.729286000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.749621000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.772727000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.778679000 AEST","be:84:2a:2c:a1:50","", seclab
"Jul 26, 2019 13:28:00.793418000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.815371000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.835025000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.857965000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.877837000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:00.901119000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:01.120246000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:05.724291000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:06.062082000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:06.092014000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:06.124575000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:06.160992000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:06.297640000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:06.317579000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:06.340621000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:06.361189000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:06.364617000 AEST","64:a2:f9:52:f4:5b","", seclab
"Jul 26, 2019 13:28:06.383111000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:06.384474000 AEST","64:a2:f9:52:f4:5b","", seclab
"Jul 26, 2019 13:28:06.403493000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:06.459595000 AEST","64:a2:f9:52:f4:5b","", seclab
"Jul 26, 2019 13:28:06.479720000 AEST","64:a2:f9:52:f4:5b","", seclab
"Jul 26, 2019 13:28:06.575731000 AEST","64:a2:f9:52:f4:5b","", seclab
"Jul 26, 2019 13:28:06.650192000 AEST","f8:6f:c1:31:a3:6a","uniwide", seclab
"Jul 26, 2019 13:28:06.661358000 AEST","f8:6f:c1:31:a3:6a","uniwide", seclab
"Jul 26, 2019 13:28:06.952975000 AEST","4c:66:41:b8:2f:3b","", seclab
"Jul 26, 2019 13:28:06.980140000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:28:07.062324000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:28:07.062337000 AEST","b8:31:b5:78:07:02","", seclab
"Jul 26, 2019 13:28:07.246448000 AEST","9c:b6:d0:ba:69:3d","uniwide", seclab
"Jul 26, 2019 13:28:07.453481000 AEST","9e:35:8d:b3:e9:12","", seclab
"Jul 26, 2019 13:28:08.935442000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:28:09.485044000 AEST","f4:09:d8:00:77:e2","", seclab
"Jul 26, 2019 13:28:10.316287000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.351942000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.398844000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.437132000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.487186000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.524949000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.576604000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.615355000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.675101000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.705019000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.754653000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.764987000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:10.792279000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.872766000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.959661000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:10.998465000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:11.087199000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:11.325860000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:11.704948000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:11.975491000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:28:12.886998000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:28:12.989054000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:28:13.009478000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:28:13.034012000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:28:13.055018000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:28:15.283362000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:28:15.370899000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:15.398993000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:28:15.508851000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:28:15.520048000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:28:15.535663000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:28:15.546962000 AEST","34:36:3b:88:e7:bc","uniwide", seclab
"Jul 26, 2019 13:28:15.561520000 AEST","1c:36:bb:d2:a4:ae","uniwide", seclab
"Jul 26, 2019 13:28:15.579986000 AEST","1c:36:bb:d2:a4:ae","uniwide", seclab
"Jul 26, 2019 13:28:15.763476000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:15.780500000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:15.954777000 AEST","8a:ca:7c:39:fe:91","", seclab
"Jul 26, 2019 13:28:16.119133000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:16.149239000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:16.190069000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:16.599676000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:17.009968000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:17.251325000 AEST","e0:33:8e:80:c0:ea","uniwide", seclab
"Jul 26, 2019 13:28:17.261599000 AEST","e0:33:8e:80:c0:ea","uniwide", seclab
"Jul 26, 2019 13:28:17.301914000 AEST","26:94:9d:7a:2f:9a","", seclab
"Jul 26, 2019 13:28:17.398840000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:17.530493000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:17.537543000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:17.551313000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:17.573646000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:17.594019000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:17.618685000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:17.636991000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:17.662464000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:17.811730000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:17.895681000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:18.029774000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:18.175249000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:18.225712000 AEST","40:33:1a:16:e8:77","uniwide", seclab
"Jul 26, 2019 13:28:18.584728000 AEST","d8:f2:ca:0a:3c:00","DIRECT-", seclab
"Jul 26, 2019 13:28:18.754697000 AEST","66:50:fe:90:3c:24","", seclab
"Jul 26, 2019 13:28:19.847179000 AEST","cc:61:e5:c9:d7:64","", seclab
"Jul 26, 2019 13:28:21.503922000 AEST","1c:36:bb:d2:a4:ae","uniwide", seclab
"Jul 26, 2019 13:28:21.513937000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:23.645410000 AEST","38:0f:4a:bb:71:fd","", seclab
"Jul 26, 2019 13:28:24.495243000 AEST","30:24:32:69:9f:47","", seclab
"Jul 26, 2019 13:28:24.762382000 AEST","8c:f5:a3:12:8c:c9","uniwide", seclab
"Jul 26, 2019 13:28:24.896115000 AEST","bc:83:85:28:c2:23","eduroam", seclab
"Jul 26, 2019 13:28:24.897291000 AEST","bc:83:85:28:c2:23","eduroam", seclab
"Jul 26, 2019 13:28:24.948198000 AEST","bc:83:85:28:c2:23","eduroam", seclab
"Jul 26, 2019 13:28:25.020976000 AEST","bc:83:85:28:c2:23","eduroam", seclab
"Jul 26, 2019 13:28:25.020982000 AEST","bc:83:85:28:c2:23","eduroam", seclab
"Jul 26, 2019 13:28:25.794729000 AEST","34:08:bc:6a:10:3c","uniwide", seclab
"Jul 26, 2019 13:28:25.816419000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:26.004021000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:28:26.117223000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:26.147078000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:26.179719000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:26.188505000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:26.216169000 AEST","40:f0:2f:10:57:0d","", seclab
"Jul 26, 2019 13:28:26.274843000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:26.312679000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:26.364391000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:26.402021000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 13:28:26.559403000 AEST","34:42:62:5d:85:70","uniwide", seclab
"Jul 26, 2019 13:28:26.586766000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:28:26.596901000 AEST","b8:c1:11:7b:86:b3","eduroam", seclab
"Jul 26, 2019 13:28:27.029498000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:28:27.034045000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:27.055030000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:27.067063000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:28:27.078672000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:27.099471000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:27.111641000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:28:27.122444000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:27.143372000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 13:28:27.227987000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 13:28:27.739899000 AEST","fa:5d:92:eb:56:1b","", seclab
"Jul 26, 2019 13:28:27.952830000 AEST","1c:36:bb:d2:a4:ae","uniwide", seclab
"Jul 26, 2019 13:28:28.799835000 AEST","f8:2d:7c:4e:fc:34","eduroam", seclab
"Jul 26, 2019 13:28:28.803934000 AEST","60:92:17:96:84:1f","uniwide", seclab
"Jul 26, 2019 13:28:29.034106000 AEST","b8:c1:11:7d:23:77","", seclab
"Jul 26, 2019 13:28:29.044309000 AEST","b8:c1:11:7d:23:77","", seclab
"Jul 26, 2019 13:28:29.578558000 AEST","96:bf:0c:29:e6:54","", seclab
"Jul 26, 2019 13:28:29.712601000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.714206000 AEST","30:07:4d:52:d5:b7","waytooslow", seclab
"Jul 26, 2019 13:28:29.732954000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.757655000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.759895000 AEST","30:07:4d:52:d5:b7","waytooslow", seclab
"Jul 26, 2019 13:28:29.777890000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.779479000 AEST","30:07:4d:52:d5:b7","waytooslow", seclab
"Jul 26, 2019 13:28:29.802648000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.816005000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:29.818388000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:29.823140000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.824738000 AEST","30:07:4d:52:d5:b7","waytooslow", seclab
"Jul 26, 2019 13:28:29.917641000 AEST","30:07:4d:52:d5:b7","", seclab
"Jul 26, 2019 13:28:29.920579000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:29.939710000 AEST","30:07:4d:52:d5:b7","waytooslow", seclab
"Jul 26, 2019 13:28:29.953687000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:29.957271000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:30.262370000 AEST","28:3f:69:c6:31:97","", seclab
"Jul 26, 2019 13:28:30.386395000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:30.478345000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:30.479432000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:30.652188000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:30.733891000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:30.996273000 AEST","98:5f:d3:e6:32:32","", seclab
"Jul 26, 2019 13:28:31.226447000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:31.236456000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:31.274173000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 13:28:31.315840000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:31.323073000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:31.336225000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:31.346495000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 13:28:31.613542000 AEST","30:07:4d:52:d5:b7","waytooslow", seclab
"Jul 26, 2019 13:28:34.679064000 AEST","38:0f:4a:c9:a7:e3","", seclab
"Jul 26, 2019 13:28:34.820248000 AEST","b8:c1:11:7d:23:77","uniwide", seclab
"Jul 26, 2019 13:28:34.830717000 AEST","b8:c1:11:7d:23:77","uniwide", seclab
"Jul 26, 2019 13:28:34.862165000 AEST","04:d6:aa:0a:ac:af","", seclab
"Jul 26, 2019 13:28:34.865269000 AEST","04:d6:aa:0a:ac:af","Vodafone5G-074A2", seclab
"Jul 26, 2019 13:28:34.911990000 AEST","04:d6:aa:0a:ac:af","Vodafone5G-074A2", seclab
"Jul 26, 2019 13:28:34.950450000 AEST","04:d6:aa:0a:ac:af","", seclab
"Jul 26, 2019 13:28:34.964443000 AEST","60:f4:45:7c:a7:ab","", seclab
"Jul 26, 2019 13:28:35.034805000 AEST","04:d6:aa:0a:ac:af","", seclab
"Jul 26, 2019 13:28:35.037016000 AEST","04:d6:aa:0a:ac:af","Vodafone5G-074A2", seclab
"Jul 26, 2019 13:28:35.109276000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
