frame.time,wlan.sa,wlan.ssid, seclab
"Jul 26, 2019 14:02:06.429205000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:06.671328000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:06.687163000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:06.695962000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:06.763121000 AEST","88:19:08:3b:42:35","uniwide", seclab
"Jul 26, 2019 14:02:07.086744000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:07.297461000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.337232000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.382579000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.420801000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.471411000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.509805000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.573565000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.598872000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.649696000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:07.688664000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:08.708767000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:08.748541000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:08.750266000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:08.831613000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:08.843829000 AEST","24:f6:77:88:1e:9a","", seclab
"Jul 26, 2019 14:02:08.854540000 AEST","24:f6:77:88:1e:9a","", seclab
"Jul 26, 2019 14:02:08.873417000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:08.912036000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:08.950554000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:08.955322000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:09.003845000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 14:02:09.048688000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:09.133347000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 14:02:10.421459000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:10.519599000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:13.243831000 AEST","f8:95:ea:8e:e4:09","uniwide", seclab
"Jul 26, 2019 14:02:13.245072000 AEST","f8:95:ea:8e:e4:09","uniwide", seclab
"Jul 26, 2019 14:02:13.923443000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 14:02:14.096919000 AEST","66:d4:33:f3:c2:d0","", seclab
"Jul 26, 2019 14:02:14.803967000 AEST","1a:ad:2f:08:40:b2","", seclab
"Jul 26, 2019 14:02:14.887603000 AEST","84:89:ad:1e:a9:00","uniwide", seclab
"Jul 26, 2019 14:02:14.896921000 AEST","84:89:ad:1e:a9:00","uniwide", seclab
"Jul 26, 2019 14:02:15.291430000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.296996000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.301475000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.306904000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.311750000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.316795000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.321889000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.330889000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.337275000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.341722000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.351612000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.357051000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.362620000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.368027000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.432496000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.438014000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.443485000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.458684000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.468315000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:15.504553000 AEST","84:89:ad:1e:a9:00","uniwide", seclab
"Jul 26, 2019 14:02:15.538847000 AEST","84:89:ad:1e:a9:00","uniwide", seclab
"Jul 26, 2019 14:02:15.549051000 AEST","84:89:ad:1e:a9:00","uniwide", seclab
"Jul 26, 2019 14:02:15.571838000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 14:02:15.649798000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 14:02:15.725246000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 14:02:15.735015000 AEST","88:66:a5:c1:3c:c0","eduroam", seclab
"Jul 26, 2019 14:02:15.752284000 AEST","28:6a:ba:5b:d1:4c","", seclab
"Jul 26, 2019 14:02:16.186726000 AEST","ac:0d:1b:ef:c0:57","", seclab
"Jul 26, 2019 14:02:16.229091000 AEST","ac:0d:1b:ef:c0:57","", seclab
"Jul 26, 2019 14:02:17.612222000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.635150000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.655148000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.675309000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.697230000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.717536000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.740332000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.761036000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.783212000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.804624000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.871085000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:17.891818000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:18.799251000 AEST","70:81:eb:36:e1:b9","uniwide", seclab
"Jul 26, 2019 14:02:22.031337000 AEST","62:3d:7d:13:37:98","", seclab
"Jul 26, 2019 14:02:22.573457000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:22.575658000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:22.576672000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:22.578431000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:22.605780000 AEST","78:4f:43:5f:19:fb","", seclab
"Jul 26, 2019 14:02:23.060652000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:23.099364000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:23.346535000 AEST","88:e9:fe:7e:fa:12","", seclab
"Jul 26, 2019 14:02:23.361574000 AEST","9c:b6:d0:ba:69:3d","uniwide", seclab
"Jul 26, 2019 14:02:23.432513000 AEST","b0:19:c6:67:60:4d","uniwide", seclab
"Jul 26, 2019 14:02:23.441514000 AEST","b0:19:c6:67:60:4d","uniwide", seclab
"Jul 26, 2019 14:02:23.466660000 AEST","9c:b6:d0:ba:69:3d","uniwide", seclab
"Jul 26, 2019 14:02:24.918142000 AEST","06:cf:88:ca:8f:c5","", seclab
"Jul 26, 2019 14:02:24.939574000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:25.714505000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:25.863152000 AEST","b8:c1:11:20:c7:42","", seclab
"Jul 26, 2019 14:02:25.873362000 AEST","b8:c1:11:20:c7:42","", seclab
"Jul 26, 2019 14:02:25.923771000 AEST","04:d3:b0:42:b9:ef","uniwide", seclab
"Jul 26, 2019 14:02:26.559073000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:26.569309000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:27.062213000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.083980000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.105980000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.126682000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.135192000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:27.144836000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:27.149539000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.162074000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:27.169953000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.172242000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:27.192857000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.213945000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.236152000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.256759000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.300978000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:27.993444000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:28.058338000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:28.078812000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:32.068118000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.078800000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.084017000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.090895000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.094148000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.103856000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.105371000 AEST","c8:14:51:4c:1a:94","uniwide", seclab
"Jul 26, 2019 14:02:32.671425000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:32.689975000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:32.711288000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:32.730806000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:32.753804000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:32.774101000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:32.896783000 AEST","58:40:4e:bf:18:a3","uniwide", seclab
"Jul 26, 2019 14:02:32.922852000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:32.943316000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:33.367103000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:33.733659000 AEST","58:40:4e:bf:18:a3","uniwide", seclab
"Jul 26, 2019 14:02:33.832675000 AEST","68:fb:7e:a2:37:6f","uniwide", seclab
"Jul 26, 2019 14:02:34.040163000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:34.080795000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:35.558118000 AEST","8c:85:90:37:f9:b7","uniwide", seclab
"Jul 26, 2019 14:02:36.241924000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:36.281390000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:36.344544000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 14:02:36.823248000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:37.171307000 AEST","f0:18:98:97:9a:ee","", seclab
"Jul 26, 2019 14:02:37.232268000 AEST","f0:18:98:97:9a:ee","", seclab
"Jul 26, 2019 14:02:37.279343000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 14:02:37.331019000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:02:37.352921000 AEST","f0:18:98:97:9a:ee","", seclab
"Jul 26, 2019 14:02:37.480861000 AEST","f0:18:98:97:9a:ee","", seclab
"Jul 26, 2019 14:02:37.620535000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:38.699753000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:38.709977000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:39.077750000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:39.087925000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:40.295834000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 14:02:41.571172000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:41.598639000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:42.260234000 AEST","3c:28:6d:1d:bf:48","", seclab
"Jul 26, 2019 14:02:42.280281000 AEST","3c:28:6d:1d:bf:48","", seclab
"Jul 26, 2019 14:02:42.471347000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 14:02:42.494898000 AEST","94:65:2d:26:24:ff","", seclab
"Jul 26, 2019 14:02:43.151893000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:43.155943000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:43.355850000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:43.411593000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 14:02:43.608718000 AEST","b8:c1:11:20:c7:42","uniwide", seclab
"Jul 26, 2019 14:02:43.618861000 AEST","b8:c1:11:20:c7:42","uniwide", seclab
"Jul 26, 2019 14:02:43.847796000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:43.858034000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:43.890908000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:43.916086000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:43.976802000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:44.046997000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:44.067166000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:44.257331000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:44.471481000 AEST","e2:55:1d:10:35:1a","", seclab
"Jul 26, 2019 14:02:44.774677000 AEST","e4:b2:fb:11:fc:50","uniwide", seclab
"Jul 26, 2019 14:02:44.777458000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:45.001276000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:45.017002000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:45.273017000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:45.307285000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:45.327515000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:45.354234000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:45.584644000 AEST","b8:63:4d:76:b6:d9","uniwide", seclab
"Jul 26, 2019 14:02:45.895198000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:45.905437000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:45.915677000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:46.080023000 AEST","da:a1:19:98:cd:b6","", seclab
"Jul 26, 2019 14:02:46.171514000 AEST","02:59:4e:2b:70:16","", seclab
"Jul 26, 2019 14:02:46.203639000 AEST","02:59:4e:2b:70:16","", seclab
"Jul 26, 2019 14:02:46.247737000 AEST","ae:d6:96:e4:6d:7d","", seclab
"Jul 26, 2019 14:02:46.300389000 AEST","1c:36:bb:bf:fc:81","uniwide", seclab
"Jul 26, 2019 14:02:46.325142000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:46.335349000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:46.345639000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:46.420396000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:46.430584000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:02:47.651074000 AEST","ee:49:1b:7c:f5:de","", seclab
"Jul 26, 2019 14:02:47.804037000 AEST","06:fb:c2:a1:15:db","", seclab
"Jul 26, 2019 14:02:51.324370000 AEST","50:a6:7f:56:c6:17","SolsticePod", seclab
"Jul 26, 2019 14:02:51.348471000 AEST","50:a6:7f:56:c6:17","SolsticePod", seclab
"Jul 26, 2019 14:02:51.671927000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:51.696928000 AEST","e4:2b:34:2d:8e:6a","uniwide", seclab
"Jul 26, 2019 14:02:51.997784000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:52.174933000 AEST","16:36:9a:ec:87:a0","", seclab
"Jul 26, 2019 14:02:52.194986000 AEST","16:36:9a:ec:87:a0","", seclab
"Jul 26, 2019 14:02:52.270900000 AEST","18:65:90:a9:e1:af","", seclab
"Jul 26, 2019 14:02:52.281602000 AEST","18:65:90:a9:e1:af","", seclab
"Jul 26, 2019 14:02:52.654331000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:02:52.734589000 AEST","1e:38:06:dc:bd:56","", seclab
"Jul 26, 2019 14:02:52.758585000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:52.773776000 AEST","90:00:db:d5:a4:21","uniwide", seclab
"Jul 26, 2019 14:02:53.669408000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:53.707566000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:53.756800000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:53.851549000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:53.879551000 AEST","f8:95:ea:8e:e4:09","uniwide", seclab
"Jul 26, 2019 14:02:53.881726000 AEST","78:4f:43:98:b9:e7","", seclab
"Jul 26, 2019 14:02:53.889344000 AEST","f8:95:ea:8e:e4:09","uniwide", seclab
"Jul 26, 2019 14:02:54.891143000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 14:02:54.952419000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 14:02:55.110809000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.131424000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.154152000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.174766000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.197703000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.218054000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.319594000 AEST","d8:f2:ca:0a:3c:ff","uniwide", seclab
"Jul 26, 2019 14:02:55.368913000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.389768000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:55.522620000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:02:56.242971000 AEST","8e:cc:79:f7:f8:67","eduroam", seclab
"Jul 26, 2019 14:02:56.941723000 AEST","1c:c6:3c:76:28:b8","Telstra8E6CD7", seclab
"Jul 26, 2019 14:02:56.941729000 AEST","1c:c6:3c:76:28:b8","", seclab
"Jul 26, 2019 14:02:57.227228000 AEST","48:51:b7:e8:59:cc","eduroam", seclab
"Jul 26, 2019 14:02:59.165255000 AEST","b0:70:2d:49:df:51","eduroam", seclab
"Jul 26, 2019 14:02:59.869923000 AEST","e4:9a:dc:8c:39:f6","eduroam", seclab
"Jul 26, 2019 14:02:59.880108000 AEST","e4:9a:dc:8c:39:f6","eduroam", seclab
"Jul 26, 2019 14:03:00.281734000 AEST","e4:9a:dc:8c:39:f6","eduroam", seclab
"Jul 26, 2019 14:03:00.290594000 AEST","e4:9a:dc:8c:39:f6","eduroam", seclab
"Jul 26, 2019 14:03:00.879682000 AEST","28:6a:ba:5b:d1:4c","Ehsan", seclab
"Jul 26, 2019 14:03:00.879689000 AEST","28:6a:ba:5b:d1:4c","", seclab
"Jul 26, 2019 14:03:00.986839000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:01.007872000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:01.053206000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:01.083681000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:03:01.084931000 AEST","28:6a:ba:5b:d1:4c","Ehsan", seclab
"Jul 26, 2019 14:03:01.086084000 AEST","28:6a:ba:5b:d1:4c","", seclab
"Jul 26, 2019 14:03:01.166728000 AEST","f0:18:98:56:04:6c","", seclab
"Jul 26, 2019 14:03:01.714349000 AEST","10:44:00:a6:d9:8c","uniwide", seclab
"Jul 26, 2019 14:03:03.263805000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:03.278832000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:03.288556000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:03.308812000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:05.170907000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:03:05.587023000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 14:03:05.688868000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:05.842483000 AEST","04:d6:aa:cf:6a:62","eduroam", seclab
"Jul 26, 2019 14:03:06.043523000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:06.078845000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:06.340291000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.381433000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.400802000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.423779000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.444142000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.467168000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.487271000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.510455000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.532769000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.554031000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.573832000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.596583000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.616773000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.639772000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:06.660465000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:07.052682000 AEST","d6:03:7c:70:d2:70","", seclab
"Jul 26, 2019 14:03:07.222690000 AEST","9c:4f:cf:ae:ab:8e","", seclab
"Jul 26, 2019 14:03:07.280514000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:07.290403000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:07.574118000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:07.584291000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:07.594467000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:07.604770000 AEST","9c:b6:d0:f6:10:0b","eduroam", seclab
"Jul 26, 2019 14:03:07.710469000 AEST","9c:b6:d0:f6:10:0b","eduroam", seclab
"Jul 26, 2019 14:03:07.880765000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:07.891055000 AEST","9c:b6:d0:92:2f:f1","uniwide", seclab
"Jul 26, 2019 14:03:08.451071000 AEST","b2:c4:72:26:3a:85","", seclab
"Jul 26, 2019 14:03:09.743498000 AEST","98:22:ef:97:70:77","uniwide", seclab
"Jul 26, 2019 14:03:11.948896000 AEST","b8:27:eb:13:52:0a","", seclab
"Jul 26, 2019 14:03:11.969245000 AEST","b8:27:eb:13:52:0a","", seclab
